Row,Date,Company Name,Ticker,Broker,Analyst,Rating Before,Rating After,Price Target Before,Price Target After
784,5/22/2024,Costco Wholesale,COST,Oppenheimer,Rupesh Parikh,Outperform,Outperform,850,850
92,5/28/2024,Costco Wholesale,COST,Argus,Christopher Graja,Buy,Buy,900,900
833,5/31/2024,Costco Wholesale,COST,Truist,Scot Ciccarelli,Buy,Buy,873,873
578,5/31/2024,Costco Wholesale,COST,Td Cowen,Oliver Chen,Buy,Buy,850,850
274,5/31/2024,Costco Wholesale,COST,Telsey Advisory,Joseph Feldman,Outperform,Outperform,850,850
368,5/31/2024,Costco Wholesale,COST,Bmo,Kelly Bania,Outperform,Outperform,875,875
177,5/31/2024,Costco Wholesale,COST,,George Kelly,Equal Weight,Equal Weight,775,775
320,5/31/2024,Costco Wholesale,COST,,Karen Short,Equal Weight,Equal Weight,765,765
485,5/31/2024,Costco Wholesale,COST,Stifel,Mark Astrachan,Buy,Buy,800,850
15,5/31/2024,Costco Wholesale,COST,,Bill Kirk,Neutral,Neutral,676,676
204,5/31/2024,Costco Wholesale,COST,,Greg Melich,Outperform,Outperform,860,860
525,5/31/2024,Costco Wholesale,COST,D.A. Davidson,Michael Baker,Neutral,Neutral,680,780
