,Row,Date,Company Name,Ticker,Broker,Analyst,Rating Before,Rating After,Price Target Before,Price Target After,Score Before,Score After ,Event Type
33,446,1/17/2018,Ross Stores Inc,ROST,Nomura,Simeon Siegel,Buy,Buy,90,90,1,1,No change
34,217,3/7/2018,Ross Stores Inc,ROST,Morgan Stanley,Kimberly Greenberger,Overweight,Overweight,94,94,1,1,No change
35,323,5/25/2018,Ross Stores Inc,ROST,NaN,Michael Baker,Buy,Buy,91,91,1,1,No change
36,377,7/31/2018,Ross Stores Inc,ROST,Citi,Paul Lejuez,Neutral,Neutral,89,89,0,0,No change
37,392,8/24/2018,Ross Stores Inc,ROST,NaN,Paul Trussell,Buy,Buy,95,95,1,1,No change
38,293,8/24/2018,Ross Stores Inc,ROST,NaN,Matthew Boss,Overweight,Overweight,96,96,1,1,No change
39,318,8/24/2018,Ross Stores Inc,ROST,NaN,Michael Baker,Buy,Buy,95,95,1,1,No change
40,71,8/24/2018,Ross Stores Inc,ROST,Telsey Advisory,Dana Telsey,Outperform,Outperform,100,100,1,1,No change
41,444,8/24/2018,Ross Stores Inc,ROST,Nomura,Simeon Siegel,Buy,Buy,95,95,1,1,No change
42,461,9/4/2018,Ross Stores Inc,ROST,NaN,Stephen Grambling,Neutral,Neutral,104,104,0,0,No change
43,379,10/11/2018,Ross Stores Inc,ROST,Citi,Paul Lejuez,Neutral,Neutral,98,98,0,0,No change
44,261,11/14/2018,Ross Stores Inc,ROST,Baml,Lorraine Hutchinson,Buy,Buy,115,115,1,1,No change
45,448,11/21/2018,Ross Stores Inc,ROST,Nomura,Simeon Siegel,Buy,Buy,95,95,1,1,No change
46,75,11/21/2018,Ross Stores Inc,ROST,Telsey Advisory,Dana Telsey,Outperform,Outperform,95,95,1,1,No change
47,378,11/21/2018,Ross Stores Inc,ROST,Citi,Paul Lejuez,Neutral,Neutral,88,88,0,0,No change
48,222,11/23/2018,Ross Stores Inc,ROST,Morgan Stanley,Kimberly Greenberger,Overweight,Overweight,94,94,1,1,No change
49,37,6/27/2019,Ross Stores Inc,ROST,Goldman Sachs,Alexandra Walvis,Neutral,Sell,102,91,0,-1,Downgrade
50,115,8/23/2019,Ross Stores Inc,ROST,Wells Fargo,Ike Boruchow,Outperform,Outperform.,104,116,1,NaN,None
51,317,8/23/2019,Ross Stores Inc,ROST,NaN,Michael Baker,Buy,Buy,113,113,1,1,No change
52,182,8/23/2019,Ross Stores Inc,ROST,Td Cowen,John Kernan,Outperform,Outperform,115,116,1,1,No change
53,77,10/11/2019,Ross Stores Inc,ROST,Telsey Advisory,Dana Telsey,Market Perform,Market Perform,103,112,0,0,No change
54,325,11/22/2019,Ross Stores Inc,ROST,NaN,Michael Baker,Neutral,Neutral,113,113,0,0,No change
55,191,11/22/2019,Ross Stores Inc,ROST,Td Cowen,John Kernan,Outperform,Outperform,126,131,1,1,No change
56,76,11/22/2019,Ross Stores Inc,ROST,Telsey Advisory,Dana Telsey,Market Perform,Market Perform,112,118,0,0,No change
57,445,2/4/2020,Ross Stores Inc,ROST,NaN,Simeon Siegel,Outperform,Outperform,130,130,1,1,No change
58,393,2/24/2020,Ross Stores Inc,ROST,Deutsche Bank,Paul Trussell,Buy,Buy,128,128,1,1,No change
59,294,3/4/2020,Ross Stores Inc,ROST,NaN,Matthew Boss,Overweight,Overweight,122,122,1,1,No change
60,432,3/4/2020,Ross Stores Inc,ROST,Roth Mkm,Roxanne Meyer,Buy,Buy,124,124,1,1,No change
61,371,3/20/2020,Ross Stores Inc,ROST,Citi,Paul Lejuez,Buy,Neutral,90,120,1,0,Downgrade
62,39,3/25/2020,Ross Stores Inc,ROST,Goldman Sachs,Alexandra Walvis,Sell,Buy,93,110,-1,1,Upgrade
63,460,3/25/2020,Ross Stores Inc,ROST,NaN,Stephen Grambling,Buy,Buy,93,93,1,1,No change
64,219,3/30/2020,Ross Stores Inc,ROST,Morgan Stanley,Kimberly Greenberger,Overweight,Overweight,105,105,1,1,No change
65,321,3/31/2020,Ross Stores Inc,ROST,Nomura,Michael Baker,Neutral,Neutral,80,80,0,0,No change
66,206,4/28/2020,Ross Stores Inc,ROST,D.A. Davidson,John Morris,Buy,Neutral,87,108,1,0,Downgrade
67,73,5/22/2020,Ross Stores Inc,ROST,Telsey Advisory,Dana Telsey,Market Perform,Market Perform,96,101,0,0,No change
68,260,5/22/2020,Ross Stores Inc,ROST,Baml,Lorraine Hutchinson,Buy,Buy,110,110,1,1,No change
69,192,5/22/2020,Ross Stores Inc,ROST,Td Cowen,John Kernan,Outperform,Outperform,99,103,1,1,No change
70,220,11/13/2020,Ross Stores Inc,ROST,Morgan Stanley,Kimberly Greenberger,Overweight,Overweight,111,111,1,1,No change
71,223,11/23/2020,Ross Stores Inc,ROST,Morgan Stanley,Kimberly Greenberger,Overweight,Overweight,121,121,1,1,No change
72,211,4/23/2021,Ross Stores Inc,ROST,NaN,Kate Fitzsimons,Outperform,Outperform,130,130,1,1,No change
73,72,5/17/2021,Ross Stores Inc,ROST,Telsey Advisory,Dana Telsey,Outperform,Outperform,145,145,1,1,No change
74,248,10/14/2021,Ross Stores Inc,ROST,Loop Capital,Laura Champine,Hold,Buy,140,105,0,1,Upgrade
75,111,11/11/2021,Ross Stores Inc,ROST,NaN,Gabriella Carbone,Buy,Buy,146,146,1,1,No change
76,181,12/10/2021,Ross Stores Inc,ROST,Td Cowen,John Kernan,Market Perform,Market Perform,109,109,0,0,No change
77,357,12/10/2021,Ross Stores Inc,ROST,NaN,Oliver Chen,Market Perform,Market Perform,109,109,0,0,No change
78,123,1/4/2022,Ross Stores Inc,ROST,Wells Fargo,Ike Boruchow,Equal Weight,Equal Weight,120,120,NaN,NaN,None
79,57,2/10/2022,Ross Stores Inc,ROST,Gordon Haskett,Chuck Grom,Hold,Accumulate,130,106,0,NaN,None
80,218,3/2/2022,Ross Stores Inc,ROST,Morgan Stanley,Kimberly Greenberger,Overweight,Overweight,137,137,1,1,No change
81,216,4/26/2022,Ross Stores Inc,ROST,Morgan Stanley,Kimberly Greenberger,Overweight,Overweight,139,139,1,1,No change
82,341,8/19/2022,Ross Stores Inc,ROST,Credit Suisse,Michael Binetti,Outperform,Outperform,99,99,1,1,No change
83,193,8/19/2022,Ross Stores Inc,ROST,Td Cowen,John Kernan,Outperform,Outperform,80,83,1,1,No change
84,140,8/19/2022,Ross Stores Inc,ROST,Wells Fargo,Ike Boruchow,Equal Weight,Equal Weight,90,90,NaN,NaN,None
85,250,8/19/2022,Ross Stores Inc,ROST,Loop Capital,Laura Champine,Hold,Hold,80,85,0,0,No change
86,85,11/18/2022,Ross Stores Inc,ROST,Telsey Advisory,Dana Telsey,Market Perform,Market Perform,120,120,0,0,No change
87,141,11/18/2022,Ross Stores Inc,ROST,Wells Fargo,Ike Boruchow,Overweight,Overweight,120,120,1,1,No change
88,232,11/18/2022,Ross Stores Inc,ROST,NaN,Kimberly Greenberger,Overweight,Overweight,127,127,1,1,No change
89,178,11/18/2022,Ross Stores Inc,ROST,NaN,Jay Sole,Neutral,Neutral,108,108,0,0,No change
90,142,12/20/2022,Ross Stores Inc,ROST,Wells Fargo,Ike Boruchow,Overweight,Overweight,135,135,1,1,No change
91,86,2/17/2023,Ross Stores Inc,ROST,Telsey Advisory,Dana Telsey,Market Perform,Market Perform,120,120,0,0,No change
92,87,3/1/2023,Ross Stores Inc,ROST,Telsey Advisory,Dana Telsey,Market Perform,Market Perform,120,120,0,0,No change
93,342,3/1/2023,Ross Stores Inc,ROST,NaN,Michael Binetti,Outperform,Outperform,123,123,1,1,No change
94,251,3/22/2023,Ross Stores Inc,ROST,Loop Capital,Laura Champine,Buy,Hold,105,115,1,0,Downgrade
95,308,4/3/2023,Ross Stores Inc,ROST,Jpmorgan,Matthew Boss,Overweight,Overweight,124,124,1,1,No change
96,88,5/12/2023,Ross Stores Inc,ROST,Telsey Advisory,Dana Telsey,Market Perform,Market Perform,120,120,0,0,No change
97,89,5/19/2023,Ross Stores Inc,ROST,Telsey Advisory,Dana Telsey,Market Perform,Market Perform,120,120,0,0,No change
98,65,6/26/2023,Ross Stores Inc,ROST,Gordon Haskett,Chuck Grom,Buy,Accumulate,120,120,1,NaN,None
99,102,6/29/2023,Ross Stores Inc,ROST,NaN,Edward Yruma,Neutral,Neutral,112,112,0,0,No change
100,189,8/3/2023,Ross Stores Inc,ROST,Td Cowen,John Kernan,Outperform,Market Perform,113,128,1,0,Downgrade
101,90,8/10/2023,Ross Stores Inc,ROST,Telsey Advisory,Dana Telsey,Market Perform,Market Perform,120,120,0,0,No change
102,233,8/18/2023,Ross Stores Inc,ROST,NaN,Kimberly Greenberger,Overweight,Overweight,131,131,1,1,No change
103,423,8/18/2023,Ross Stores Inc,ROST,Guggenheim,Robert Drbul,Buy,Buy,135,135,1,1,No change
104,91,8/18/2023,Ross Stores Inc,ROST,Telsey Advisory,Dana Telsey,Market Perform,Market Perform,130,130,0,0,No change
105,258,8/18/2023,Ross Stores Inc,ROST,Loop Capital,Laura Champine,Buy,Buy,135,135,1,1,No change
106,66,11/3/2023,Ross Stores Inc,ROST,Gordon Haskett,Chuck Grom,Accumulate,Buy,135,135,NaN,1,None
107,343,11/7/2023,Ross Stores Inc,ROST,NaN,Michael Binetti,Outperform,Outperform,140,140,1,1,No change
108,175,2/23/2024,Ross Stores Inc,ROST,Ubs,Jay Sole,Sell,Neutral,85,142,-1,0,Upgrade
109,344,2/23/2024,Ross Stores Inc,ROST,NaN,Michael Binetti,Outperform,Outperform,165,165,1,1,No change
110,92,5/17/2024,Ross Stores Inc,ROST,NaN,Dana Telsey,Market Perform,Market Perform,160,160,0,0,No change
111,34,5/24/2024,Ross Stores Inc,ROST,Morgan Stanley,Alex Straton,Overweight,Overweight,161,161,1,1,No change
112,199,5/24/2024,Ross Stores Inc,ROST,Td Cowen,John Kernan,Buy,Buy,176,176,1,1,No change
113,93,5/24/2024,Ross Stores Inc,ROST,NaN,Dana Telsey,Market Perform,Market Perform,160,160,0,0,No change
114,94,6/14/2024,Ross Stores Inc,ROST,NaN,Dana Telsey,Market Perform,Market Perform,160,160,0,0,No change
115,95,8/16/2024,Ross Stores Inc,ROST,NaN,Dana Telsey,Market Perform,Market Perform,160,160,0,0,No change
116,55,8/23/2024,Ross Stores Inc,ROST,Goldman Sachs,Brooke Roach,Buy,Buy,167,185,1,1,No change
117,35,8/23/2024,Ross Stores Inc,ROST,Morgan Stanley,Alex Straton,Overweight,Overweight,178,178,1,1,No change
118,200,8/23/2024,Ross Stores Inc,ROST,Td Cowen,John Kernan,Buy,Buy,185,185,1,1,No change
119,176,8/23/2024,Ross Stores Inc,ROST,Ubs,Jay Sole,Neutral,Neutral,167,167,0,0,No change
120,259,8/23/2024,Ross Stores Inc,ROST,Loop Capital,Laura Champine,Buy,Buy,190,190,1,1,No change
121,283,8/23/2024,Ross Stores Inc,ROST,Baird,Mark Altschwager,Outperform,Outperform,180,180,1,1,No change
122,21,8/23/2024,Ross Stores Inc,ROST,Barclays,Adrienne Yih,Overweight,Overweight,175,175,1,1,No change
123,96,10/29/2024,Ross Stores Inc,ROST,Telsey Advisory,Dana Telsey,Market Perform,Market Perform,175,175,0,0,No change
124,385,11/12/2024,Ross Stores Inc,ROST,Citi,Paul Lejuez,Buy,Neutral,152,152,1,0,Downgrade
125,143,11/14/2024,Ross Stores Inc,ROST,Wells Fargo,Ike Boruchow,Overweight,Overweight,165,165,1,1,No change
126,198,11/19/2024,Ross Stores Inc,ROST,Td Cowen,John Kernan,Buy,Buy,185,177,1,1,No change
127,97,11/22/2024,Ross Stores Inc,ROST,Telsey Advisory,Dana Telsey,Market Perform,Market Perform,175,175,0,0,No change
128,144,1/10/2025,Ross Stores Inc,ROST,Wells Fargo,Ike Boruchow,Overweight,Equal Weight,165,165,1,NaN,None
129,98,2/24/2025,Ross Stores Inc,ROST,Telsey Advisory,Dana Telsey,Market Perform,Market Perform,175,175,0,0,No change
130,197,2/28/2025,Ross Stores Inc,ROST,Td Cowen,John Kernan,Buy,Buy,180,175,1,1,No change
131,82,3/5/2025,Ross Stores Inc,ROST,Telsey Advisory,Dana Telsey,Market Perform,Market Perfo,175,150,0,NaN,None
132,145,4/8/2025,Ross Stores Inc,ROST,Wells Fargo,Ike Boruchow,Equal Weight,Overweight,150,150,NaN,1,None
133,309,4/14/2025,Ross Stores Inc,ROST,Jpmorgan,Matthew Boss,Overweight,Overweight,161,161,1,1,No change
134,99,5/16/2025,Ross Stores Inc,ROST,NaN,Dana Telsey,Market Perform,Market Perform,150,150,0,0,No change
135,36,5/23/2025,Ross Stores Inc,ROST,NaN,Alex Straton,Equal Weight,Equal Weight,126,126,NaN,NaN,None
136,100,5/23/2025,Ross Stores Inc,ROST,NaN,Dana Telsey,Market Perform,Market Perform,150,150,0,0,No change
137,146,5/23/2025,Ross Stores Inc,ROST,NaN,Ike Boruchow,Overweight,Overweight,150,150,1,1,No change
138,68,5/23/2025,Ross Stores Inc,ROST,Jefferies,Corey Tarlowe,Hold,Hold,145,135,0,0,No change
139,305,6/13/2025,Ross Stores Inc,ROST,Jpmorgan,Matthew Boss,Overweight,Overweight,141,154,1,1,No change
140,310,7/28/2025,Ross Stores Inc,ROST,NaN,Matthew Boss,Overweight,Overweight,156,156,1,1,No change
141,543,12/2/2009,Amazon.com Inc,AMZN,NaN,Heath Terry,Outperform,Outperform,160,160,1,1,No change
142,226,9/4/2012,Amazon.com Inc,AMZN,NaN,Brian Pitz,Buy,Buy,300,300,1,1,No change
143,1536,9/21/2012,Amazon.com Inc,AMZN,NaN,Youssef Squali,Buy,Buy,300,300,1,1,No change
144,544,1/9/2013,Amazon.com Inc,AMZN,NaN,Heath Terry,Buy,Buy,310,310,1,1,No change
145,222,1/30/2013,Amazon.com Inc,AMZN,NaN,Brian Pitz,Buy,Buy,335,335,1,1,No change
146,1534,1/30/2013,Amazon.com Inc,AMZN,NaN,Youssef Squali,Buy,Buy,335,335,1,1,No change
147,161,1/30/2013,Amazon.com Inc,AMZN,NaN,Brian Nowak,Buy,Buy,335,335,1,1,No change
148,932,1/30/2013,Amazon.com Inc,AMZN,NaN,Mark Mahaney,Outperform,Outperform,330,330,1,1,No change
149,159,2/20/2013,Amazon.com Inc,AMZN,NaN,Brian Nowak,Buy,Buy,300,300,1,1,No change
150,156,4/17/2013,Amazon.com Inc,AMZN,NaN,Brian Nowak,Buy,Buy,315,315,1,1,No change
151,1533,4/26/2013,Amazon.com Inc,AMZN,NaN,Youssef Squali,Buy,Buy,315,315,1,1,No change
152,162,7/10/2013,Amazon.com Inc,AMZN,NaN,Brian Nowak,Positive,Positive,370,370,1,1,No change
153,1269,10/25/2013,Amazon.com Inc,AMZN,Deutsche Bank,Ross Sandler,Buy,Buy,16.75,20,1,1,No change
154,935,10/25/2013,Amazon.com Inc,AMZN,NaN,Mark Mahaney,Outperform,Outperform,425,425,1,1,No change
155,478,10/25/2013,Amazon.com Inc,AMZN,Ubs,Eric Sheridan,Buy,Buy,400,400,1,1,No change
156,993,12/31/2013,Amazon.com Inc,AMZN,Citi,Mark May,Buy,Buy,457,457,1,1,No change
157,1317,1/6/2014,Amazon.com Inc,AMZN,Morgan Stanley,Scott Devitt,Overweight,Overweight,435,435,1,1,No change
158,160,1/10/2014,Amazon.com Inc,AMZN,NaN,Brian Nowak,Positive,Positive,500,500,1,1,No change
159,469,1/13/2014,Amazon.com Inc,AMZN,Ubs,Eric Sheridan,Buy,Buy,465,465,1,1,No change
160,1265,1/31/2014,Amazon.com Inc,AMZN,Deutsche Bank,Ross Sandler,Buy,Buy,420,420,1,1,No change
161,996,1/31/2014,Amazon.com Inc,AMZN,Citi,Mark May,Neutral,Neutral,454,454,0,0,No change
162,472,1/31/2014,Amazon.com Inc,AMZN,Ubs,Eric Sheridan,Buy,Buy,420,420,1,1,No change
163,1263,4/25/2014,Amazon.com Inc,AMZN,Deutsche Bank,Ross Sandler,Buy,Buy,400,400,1,1,No change
164,12,4/25/2014,Amazon.com Inc,AMZN,Raymond James,Aaron Kessler,Outperform,Outperform,400,400,1,1,No change
165,467,4/25/2014,Amazon.com Inc,AMZN,Ubs,Eric Sheridan,Neutral,Neutral,350,350,0,0,No change
166,1532,4/25/2014,Amazon.com Inc,AMZN,NaN,Youssef Squali,Buy,Buy,400,400,1,1,No change
167,1005,7/22/2014,Amazon.com Inc,AMZN,Citi,Mark May,Buy,Neutral,20.7,19.75,1,0,Downgrade
168,1266,7/25/2014,Amazon.com Inc,AMZN,Deutsche Bank,Ross Sandler,Buy,Buy,395,395,1,1,No change
169,475,7/25/2014,Amazon.com Inc,AMZN,Ubs,Eric Sheridan,Neutral,Neutral,358,358,0,0,No change
170,225,7/25/2014,Amazon.com Inc,AMZN,NaN,Brian Pitz,Buy,Buy,395,395,1,1,No change
171,933,7/25/2014,Amazon.com Inc,AMZN,NaN,Mark Mahaney,Outperform,Outperform,380,380,1,1,No change
172,410,7/25/2014,Amazon.com Inc,AMZN,NaN,Doug Anmuth,Neutral,Neutral,358,358,0,0,No change
173,937,9/19/2014,Amazon.com Inc,AMZN,NaN,Mark Mahaney,Outperform,Outperform,435,435,1,1,No change
174,167,10/10/2014,Amazon.com Inc,AMZN,NaN,Brian Nowak,Positive,Positive,390,390,1,1,No change
175,339,10/24/2014,Amazon.com Inc,AMZN,Benchmark,Daniel Kurnos,Buy,Buy,350,350,1,1,No change
176,290,10/24/2014,Amazon.com Inc,AMZN,Baird,Colin Sebastian,Outperform,Outperform,20,17,1,1,No change
177,477,10/24/2014,Amazon.com Inc,AMZN,Ubs,Eric Sheridan,Neutral,Neutral,325,325,0,0,No change
178,998,10/24/2014,Amazon.com Inc,AMZN,Citi,Mark May,Neutral,Neutral,325,325,0,0,No change
179,931,1/27/2015,Amazon.com Inc,AMZN,Rbc,Mark Mahaney,Outperform,Outperform,410,410,1,1,No change
180,409,1/27/2015,Amazon.com Inc,AMZN,NaN,Doug Anmuth,Neutral,Neutral,323,323,0,0,No change
181,471,1/30/2015,Amazon.com Inc,AMZN,Ubs,Eric Sheridan,Neutral,Neutral,350,350,0,0,No change
182,1264,1/30/2015,Amazon.com Inc,AMZN,Deutsche Bank,Ross Sandler,Buy,Buy,400,400,1,1,No change
183,223,1/30/2015,Amazon.com Inc,AMZN,NaN,Brian Pitz,Buy,Buy,400,400,1,1,No change
184,995,1/30/2015,Amazon.com Inc,AMZN,Citi,Mark May,Buy,Buy,400,400,1,1,No change
185,1430,1/30/2015,Amazon.com Inc,AMZN,Credit Suisse,Stephen Ju,Outperform,Outperform,415,415,1,1,No change
186,997,3/27/2015,Amazon.com Inc,AMZN,Citi,Mark May,Buy,Buy,430,430,1,1,No change
187,1550,4/24/2015,Amazon.com Inc,AMZN,Cantor Fitzgerald,Youssef Squali,Buy,Buy,19.25,23,1,1,No change
188,466,4/24/2015,Amazon.com Inc,AMZN,Ubs,Eric Sheridan,Neutral,Neutral,450,450,0,0,No change
189,929,4/24/2015,Amazon.com Inc,AMZN,NaN,Mark Mahaney,Outperform,Outperform,485,485,1,1,No change
190,1099,4/24/2015,Amazon.com Inc,AMZN,Wedbush,Michael Pachter,Short,Neutral,19.75,21.75,-1,0,Upgrade
191,165,5/21/2015,Amazon.com Inc,AMZN,NaN,Brian Nowak,Overweight,Overweight,520,520,1,1,No change
192,301,7/8/2015,Amazon.com Inc,AMZN,Baird,Colin Sebastian,Positive,Positive,23.25,23.75,1,1,No change
193,1551,7/24/2015,Amazon.com Inc,AMZN,Cantor Fitzgerald,Youssef Squali,Buy,Buy,23,33.5,1,1,No change
194,474,7/24/2015,Amazon.com Inc,AMZN,Ubs,Eric Sheridan,Buy,Buy,650,650,1,1,No change
195,1431,7/24/2015,Amazon.com Inc,AMZN,Credit Suisse,Stephen Ju,Outperform,Outperform,700,700,1,1,No change
196,224,7/24/2015,Amazon.com Inc,AMZN,Jefferies,Brian Pitz,Buy,Buy,650,650,1,1,No change
197,422,7/24/2015,Amazon.com Inc,AMZN,Jpmorgan,Doug Anmuth,Overweight,Overweight,26.75,35.5,1,1,No change
198,1318,7/29/2015,Amazon.com Inc,AMZN,Stifel,Scott Devitt,Buy,Hold,26.3,35,1,0,Downgrade
199,934,10/23/2015,Amazon.com Inc,AMZN,Rbc,Mark Mahaney,Outperform,Outperform,777,777,1,1,No change
200,476,10/23/2015,Amazon.com Inc,AMZN,Ubs,Eric Sheridan,Buy,Buy,700,700,1,1,No change
201,338,10/23/2015,Amazon.com Inc,AMZN,Benchmark,Daniel Kurnos,Buy,Buy,700,700,1,1,No change
202,1359,10/23/2015,Amazon.com Inc,AMZN,Fbn,Shebly Seyrafi,Outperform,Outperform,32.5,35,1,1,No change
203,1329,10/23/2015,Amazon.com Inc,AMZN,Stifel,Scott Devitt,Buy,Buy,35,37.5,1,1,No change
204,1433,10/23/2015,Amazon.com Inc,AMZN,Credit Suisse,Stephen Ju,Outperform,Outperform,777,777,1,1,No change
205,151,11/11/2015,Amazon.com Inc,AMZN,Morgan Stanley,Brian Nowak,Overweight,Overweight,37.5,40,1,1,No change
206,1429,1/12/2016,Amazon.com Inc,AMZN,Credit Suisse,Stephen Ju,Outperform,Outperform,800,800,1,1,No change
207,962,1/29/2016,Amazon.com Inc,AMZN,Rbc,Mark Mahaney,Outperform,Outperform,38.75,35.75,1,1,No change
208,335,1/29/2016,Amazon.com Inc,AMZN,Benchmark,Daniel Kurnos,Buy,Buy,735,735,1,1,No change
209,470,1/29/2016,Amazon.com Inc,AMZN,Ubs,Eric Sheridan,Buy,Buy,735,735,1,1,No change
210,610,1/29/2016,Amazon.com Inc,AMZN,Oppenheimer,Jason Helfstein,Outperform,Outperform,700,700,1,1,No change
211,1045,2/18/2016,Amazon.com Inc,AMZN,Canaccord,Michael Graham,Buy,Hold,30,37.5,1,0,Downgrade
212,15,3/22/2016,Amazon.com Inc,AMZN,Raymond James,Aaron Kessler,Outperform,Outperform,655,655,1,1,No change
213,991,4/1/2016,Amazon.com Inc,AMZN,Citi,Mark May,Buy,Buy,760,760,1,1,No change
214,407,4/7/2016,Amazon.com Inc,AMZN,Jpmorgan,Doug Anmuth,Overweight,Overweight,41.25,41.1,1,1,No change
215,542,4/29/2016,Amazon.com Inc,AMZN,NaN,Heath Terry,Buy,Buy,785,785,1,1,No change
216,1175,5/3/2016,Amazon.com Inc,AMZN,NaN,Robert Drbul,Buy,Buy,775,775,1,1,No change
217,336,7/13/2016,Amazon.com Inc,AMZN,Benchmark,Daniel Kurnos,Buy,Buy,915,915,1,1,No change
218,337,7/29/2016,Amazon.com Inc,AMZN,Benchmark,Daniel Kurnos,Buy,Buy,870,870,1,1,No change
219,1041,7/29/2016,Amazon.com Inc,AMZN,Canaccord,Michael Graham,Buy,Buy,870,870,1,1,No change
220,1366,7/29/2016,Amazon.com Inc,AMZN,NaN,Shweta Khajuria,Market Outperform,Market Outperform,840,840,NaN,NaN,None
221,949,9/16/2016,Amazon.com Inc,AMZN,Rbc,Mark Mahaney,Outperform,Outperform,42,50,1,1,No change
222,1367,9/30/2016,Amazon.com Inc,AMZN,NaN,Shweta Khajuria,Market Outperform,Market Outperform,950,950,NaN,NaN,None
223,1529,10/12/2016,Amazon.com Inc,AMZN,Cantor Fitzgerald,Youssef Squali,Buy,Buy,41.75,50,1,1,No change
224,936,10/28/2016,Amazon.com Inc,AMZN,Rbc,Mark Mahaney,Outperform,Outperform,950,950,1,1,No change
225,1044,10/28/2016,Amazon.com Inc,AMZN,Canaccord,Michael Graham,Buy,Buy,920,920,1,1,No change
226,1038,12/1/2016,Amazon.com Inc,AMZN,Canaccord,Michael Graham,Buy,Buy,875,875,1,1,No change
227,334,2/3/2017,Amazon.com Inc,AMZN,Benchmark,Daniel Kurnos,Buy,Buy,905,905,1,1,No change
228,613,2/15/2017,Amazon.com Inc,AMZN,Oppenheimer,Jason Helfstein,Outperform,Outperform,45,48.5,1,1,No change
229,999,7/28/2017,Amazon.com Inc,AMZN,Citi,Mark May,Buy,Buy,61,60,1,1,No change
230,878,7/28/2017,Amazon.com Inc,AMZN,Deutsche Bank,Lloyd Walmsley,Buy,Buy,56.75,58.75,1,1,No change
231,611,10/27/2017,Amazon.com Inc,AMZN,Oppenheimer,Jason Helfstein,Outperform,Outperform,1165,1165,1,1,No change
232,47,10/27/2017,Amazon.com Inc,AMZN,Loop Capital,Anthony Chukumba,Buy,Buy,1250,1250,1,1,No change
233,994,1/5/2018,Amazon.com Inc,AMZN,Citi,Mark May,Buy,Buy,1400,1400,1,1,No change
234,1221,1/24/2018,Amazon.com Inc,AMZN,Jmp,Ronald Josey,Mkt Outperform,Mkt Outperform,1475,1475,NaN,NaN,None
235,1365,1/24/2018,Amazon.com Inc,AMZN,NaN,Shweta Khajuria,Mkt Outperform,Mkt Outperform,1475,1475,NaN,NaN,None
236,1503,1/25/2018,Amazon.com Inc,AMZN,D.A. Davidson,Tom Forte,Buy,Positive,75,90,1,1,No change
237,158,2/2/2018,Amazon.com Inc,AMZN,NaN,Brian Nowak,Overweight,Overweight,1500,1500,1,1,No change
238,1376,2/2/2018,Amazon.com Inc,AMZN,Susquehanna,Shyam Patil,Positive,Positive,65,92.5,1,1,No change
239,1364,2/2/2018,Amazon.com Inc,AMZN,NaN,Shweta Khajuria,Market Outperform,Market Outperform,1600,1600,NaN,NaN,None
240,97,3/13/2018,Amazon.com Inc,AMZN,Jefferies,Brent Thill,Buy,Buy,1850,1850,1,1,No change
241,157,4/19/2018,Amazon.com Inc,AMZN,Morgan Stanley,Brian Nowak,Overweight,Overweight,1550,1550,1,1,No change
242,1220,4/27/2018,Amazon.com Inc,AMZN,Jmp,Ronald Josey,Market Outperform,Market Outperform,1840,1840,NaN,NaN,None
243,879,4/27/2018,Amazon.com Inc,AMZN,Deutsche Bank,Lloyd Walmsley,Buy,Buy,82.5,90,1,1,No change
244,238,4/27/2018,Amazon.com Inc,AMZN,Monness Crespi & Hardt,Brian White,Buy,Buy,100,110,1,1,No change
245,1427,4/27/2018,Amazon.com Inc,AMZN,Credit Suisse,Stephen Ju,Outperform,Outperform,1950,1950,1,1,No change
246,679,5/23/2018,Amazon.com Inc,AMZN,Td Cowen,John Blackledge,Outperform,Positive,95,100,1,1,No change
247,707,7/20/2018,Amazon.com Inc,AMZN,Telsey Advisory,Joseph Feldman,Outperform,Outperform,2100,2100,1,1,No change
248,708,7/27/2018,Amazon.com Inc,AMZN,Telsey Advisory,Joseph Feldman,Outperform,Outperform,2100,2100,1,1,No change
249,164,7/27/2018,Amazon.com Inc,AMZN,Morgan Stanley,Brian Nowak,Overweight,Overweight,2200,2200,1,1,No change
250,411,7/27/2018,Amazon.com Inc,AMZN,Jpmorgan,Doug Anmuth,Overweight,Overweight,2200,2200,1,1,No change
251,1040,7/27/2018,Amazon.com Inc,AMZN,Canaccord,Michael Graham,Buy,Buy,2100,2100,1,1,No change
252,1222,7/27/2018,Amazon.com Inc,AMZN,Jmp,Ronald Josey,Market Outperform,Market Outperform,2075,2075,NaN,NaN,None
253,1432,7/27/2018,Amazon.com Inc,AMZN,Credit Suisse,Stephen Ju,Outperform,Outperform,2100,2100,1,1,No change
254,1327,9/27/2018,Amazon.com Inc,AMZN,Stifel,Scott Devitt,Buy,Buy,101,126.25,1,1,No change
255,1223,10/29/2018,Amazon.com Inc,AMZN,Jmp,Ronald Josey,Mkt Outperform,Mkt Outperform,2050,2050,NaN,NaN,None
256,80,3/15/2019,Amazon.com Inc,AMZN,NaN,Brent Bracelin,Overweight,Overweight,2100,2100,1,1,No change
257,666,4/26/2019,Amazon.com Inc,AMZN,Td Cowen,John Blackledge,Outperform,Outperform,112.5,120,1,1,No change
258,1146,6/4/2019,Amazon.com Inc,AMZN,NaN,Rob Sanderson,Buy,Buy,2380,2380,1,1,No change
