,Row,Date,Company Name,Ticker,Broker,Analyst,Rating Before,Rating After,Price Target Before,Price Target After,Score Before,Score After ,Event Type
476,972,9/20/2024,Amazon.com Inc,AMZN,NaN,Mark Mahaney,Outperform,Outperform,240,240,1,1,No change
477,373,9/23/2024,Amazon.com Inc,AMZN,NaN,Deepak Mathivanan,Overweight,Overweight,230,230,1,1,No change
478,366,9/30/2024,Amazon.com Inc,AMZN,NaN,Deepak Mathivanan,Overweight,Overweight,230,230,1,1,No change
479,1561,9/30/2024,Amazon.com Inc,AMZN,Truist,Youssef Squali,Buy,Buy,265,265,1,1,No change
480,209,10/3/2024,Amazon.com Inc,AMZN,Morgan Stanley,Brian Nowak,Overweight,Overweight,210,210,1,1,No change
481,1133,10/4/2024,Amazon.com Inc,AMZN,Jmp,Nicholas Jones,Market Outperform,Market Outp,265,265,NaN,NaN,None
482,367,10/9/2024,Amazon.com Inc,AMZN,NaN,Deepak Mathivanan,Overweight,Overweight,210,210,1,1,No change
483,521,10/10/2024,Amazon.com Inc,AMZN,NaN,Gil Luria,Buy,Buy,235,235,1,1,No change
484,728,10/10/2024,Amazon.com Inc,AMZN,Telsey Advisory,Joseph Feldman,Outperform,Outperform,215,215,1,1,No change
485,973,10/11/2024,Amazon.com Inc,AMZN,NaN,Mark Mahaney,Outperform,Outperform,240,240,1,1,No change
486,1111,10/11/2024,Amazon.com Inc,AMZN,NaN,Nat Schindler,Sector Outperform,Sector Outperform,245,245,NaN,NaN,None
487,1134,10/15/2024,Amazon.com Inc,AMZN,Jmp,Nicholas Jones,Market Outperform,Market Outp,265,265,NaN,NaN,None
488,833,10/24/2024,Amazon.com Inc,AMZN,NaN,Laura Martin,Buy,Buy,210,210,1,1,No change
489,1512,11/1/2024,Amazon.com Inc,AMZN,Maxim Group,Tom Forte,Buy,Buy,251,260,1,1,No change
490,73,11/1/2024,Amazon.com Inc,AMZN,Rbc,Brad Erickson,Outperform,Outperform,215,225,1,1,No change
491,1478,11/1/2024,Amazon.com Inc,AMZN,Piper Sandler,Thomas Champion,Overweight,Overweight,215,225,1,1,No change
492,69,11/1/2024,Amazon.com Inc,AMZN,Rosenblatt,Barton Crockett,Buy,Buy,236,236,1,1,No change
493,729,11/1/2024,Amazon.com Inc,AMZN,Telsey Advisory,Joseph Feldman,Outperform,Outperform,235,235,1,1,No change
494,233,11/1/2024,Amazon.com Inc,AMZN,NaN,Brian Pitz,Outperform,Outperform,236,236,1,1,No change
495,513,11/1/2024,Amazon.com Inc,AMZN,NaN,Eric Sheridan,Buy,Buy,240,240,1,1,No change
496,347,11/1/2024,Amazon.com Inc,AMZN,Benchmark,Daniel Kurnos,Buy,Buy,200,215,1,1,No change
497,974,11/1/2024,Amazon.com Inc,AMZN,NaN,Mark Mahaney,Outperform,Outperform,260,260,1,1,No change
498,630,11/1/2024,Amazon.com Inc,AMZN,Oppenheimer,Jason Helfstein,Outperform,Outperform,220,230,1,1,No change
499,834,11/1/2024,Amazon.com Inc,AMZN,NaN,Laura Martin,Buy,Buy,210,210,1,1,No change
500,1024,11/1/2024,Amazon.com Inc,AMZN,NaN,Mark Shmulik,Outperform,Outperform,235,235,1,1,No change
501,1237,11/1/2024,Amazon.com Inc,AMZN,Citi,Ronald Josey,Buy,Buy,245,252,1,1,No change
502,1135,11/1/2024,Amazon.com Inc,AMZN,Jmp,Nicholas Jones,Market Outperform,Market Outp,285,285,NaN,NaN,None
503,903,11/1/2024,Amazon.com Inc,AMZN,NaN,Mark Kelley,Buy,Buy,245,245,1,1,No change
504,210,11/4/2024,Amazon.com Inc,AMZN,Morgan Stanley,Brian Nowak,Overweight,Overweight,230,230,1,1,No change
505,835,11/6/2024,Amazon.com Inc,AMZN,NaN,Laura Martin,Buy,Buy,210,210,1,1,No change
506,1165,11/6/2024,Amazon.com Inc,AMZN,Loop Capital,Rob Sanderson,Buy,Buy,225,275,1,1,No change
507,234,12/3/2024,Amazon.com Inc,AMZN,NaN,Brian Pitz,Outperform,Outperform,236,236,1,1,No change
508,836,12/4/2024,Amazon.com Inc,AMZN,NaN,Laura Martin,Buy,Buy,250,250,1,1,No change
509,1202,12/9/2024,Amazon.com Inc,AMZN,NaN,Rohit Kulkarni,Buy,Buy,250,250,1,1,No change
510,837,12/10/2024,Amazon.com Inc,AMZN,NaN,Laura Martin,Buy,Buy,250,250,1,1,No change
511,702,12/12/2024,Amazon.com Inc,AMZN,Td Cowen,John Blackledge,Buy,Buy,240,265,1,1,No change
512,318,12/13/2024,Amazon.com Inc,AMZN,Baird,Colin Sebastian,Outperform,Outperform,260,260,1,1,No change
513,441,12/18/2024,Amazon.com Inc,AMZN,Jpmorgan,Doug Anmuth,Overweight,Overweight,280,280,1,1,No change
514,576,12/20/2024,Amazon.com Inc,AMZN,NaN,Ivan Feinseth,Buy,Buy,290,290,1,1,No change
515,1136,1/10/2025,Amazon.com Inc,AMZN,Jmp,Nicholas Jones,Market Outperform,Market Outp,285,285,NaN,NaN,None
516,211,1/13/2025,Amazon.com Inc,AMZN,Morgan Stanley,Brian Nowak,Overweight,Overweight,280,280,1,1,No change
517,742,1/21/2025,Amazon.com Inc,AMZN,NaN,Josh Beck,Strong Buy,Strong Buy,260,260,1,1,No change
518,815,1/21/2025,Amazon.com Inc,AMZN,NaN,Laura Martin,Buy,Buy,250,250,1,1,No change
519,368,1/22/2025,Amazon.com Inc,AMZN,NaN,Deepak Mathivanan,Overweight,Overweight,270,270,1,1,No change
520,1110,1/24/2025,Amazon.com Inc,AMZN,Scotiabank,Nat Schindler,Outperform,Outperform,246,306,1,1,No change
521,1137,1/30/2025,Amazon.com Inc,AMZN,Jmp,Nicholas Jones,Market Outperform,Market Outp,285,285,NaN,NaN,None
522,730,1/31/2025,Amazon.com Inc,AMZN,Telsey Advisory,Joseph Feldman,Outperform,Outperform,275,275,1,1,No change
523,522,2/7/2025,Amazon.com Inc,AMZN,NaN,Gil Luria,Buy,Buy,280,280,1,1,No change
524,369,2/7/2025,Amazon.com Inc,AMZN,NaN,Deepak Mathivanan,Overweight,Overweight,270,270,1,1,No change
525,816,2/7/2025,Amazon.com Inc,AMZN,NaN,Laura Martin,Buy,Buy,250,250,1,1,No change
526,1138,2/7/2025,Amazon.com Inc,AMZN,Jmp,Nicholas Jones,Market Outperform,Market Outp,285,285,NaN,NaN,None
527,1482,2/7/2025,Amazon.com Inc,AMZN,NaN,Thomas Champion,Overweight,Overweight,265,265,1,1,No change
528,904,2/7/2025,Amazon.com Inc,AMZN,NaN,Mark Kelley,Buy,Buy,275,275,1,1,No change
529,731,2/7/2025,Amazon.com Inc,AMZN,Telsey Advisory,Joseph Feldman,Outperform,Outperform,275,275,1,1,No change
530,1453,2/7/2025,Amazon.com Inc,AMZN,Ubs,Stephen Ju,Buy,Buy,275,272,1,1,No change
531,514,2/7/2025,Amazon.com Inc,AMZN,NaN,Eric Sheridan,Buy,Buy,255,255,1,1,No change
532,1355,2/7/2025,Amazon.com Inc,AMZN,Wedbush,Scott Devitt,Outperform,Outperform,280,280,1,1,No change
533,1139,3/20/2025,Amazon.com Inc,AMZN,Jmp,Nicholas Jones,Market Outperform,Market Outp,285,285,NaN,NaN,None
534,319,4/1/2025,Amazon.com Inc,AMZN,NaN,Curtis Shauger,Buy,Buy,280,280,1,1,No change
535,442,4/8/2025,Amazon.com Inc,AMZN,NaN,Doug Anmuth,Overweight,Overweight,220,220,1,1,No change
536,313,4/9/2025,Amazon.com Inc,AMZN,Baird,Colin Sebastian,Outperform,In Line,260,215,1,NaN,None
537,1554,4/10/2025,Amazon.com Inc,AMZN,Truist,Youssef Squali,Buy,Buy,265,230,1,1,No change
538,370,4/16/2025,Amazon.com Inc,AMZN,NaN,Deepak Mathivanan,Overweight,Overweight,230,230,1,1,No change
539,515,4/22/2025,Amazon.com Inc,AMZN,NaN,Eric Sheridan,Buy,Buy,220,220,1,1,No change
540,905,4/23/2025,Amazon.com Inc,AMZN,NaN,Mark Kelley,Buy,Buy,248,248,1,1,No change
541,720,4/23/2025,Amazon.com Inc,AMZN,Telsey Advisory,Joseph Feldman,Outperform,Outperform,275,235,1,1,No change
542,732,5/2/2025,Amazon.com Inc,AMZN,NaN,Joseph Feldman,Outperform,Outperform,235,235,1,1,No change
543,817,5/2/2025,Amazon.com Inc,AMZN,NaN,Laura Martin,Buy,Buy,220,220,1,1,No change
544,1120,5/2/2025,Amazon.com Inc,AMZN,Jmp,Nicholas Jones,Outperform,Outperform,240,250,1,1,No change
545,1483,5/2/2025,Amazon.com Inc,AMZN,NaN,Thomas Champion,Overweight,Overweight,212,212,1,1,No change
546,443,5/2/2025,Amazon.com Inc,AMZN,NaN,Doug Anmuth,Overweight,Overweight,225,225,1,1,No change
547,906,5/2/2025,Amazon.com Inc,AMZN,NaN,Mark Kelley,Buy,Buy,245,245,1,1,No change
548,371,5/2/2025,Amazon.com Inc,AMZN,NaN,Deepak Mathivanan,Overweight,Overweight,240,240,1,1,No change
549,799,6/2/2025,Amazon.com Inc,AMZN,NaN,Justin Post,Buy,Buy,248,248,1,1,No change
550,444,6/4/2025,Amazon.com Inc,AMZN,NaN,Doug Anmuth,Overweight,Overweight,240,240,1,1,No change
551,1562,7/2/2025,Amazon.com Inc,AMZN,NaN,Youssef Squali,Buy,Buy,250,250,1,1,No change
552,733,7/10/2025,Amazon.com Inc,AMZN,NaN,Joseph Feldman,Outperform,Outperform,235,235,1,1,No change
553,212,7/10/2025,Amazon.com Inc,AMZN,NaN,Brian Nowak,Overweight,Overweight,300,300,1,1,No change
554,1356,7/30/2025,Amazon.com Inc,AMZN,NaN,Scott Devitt,Outperform,Outperform,250,250,1,1,No change
555,734,8/13/2025,Amazon.com Inc,AMZN,NaN,Joseph Feldman,Outperform,Outperform,265,265,1,1,No change
556,690,7/5/2012,Starbucks Corp,SBUX,Piper Sandler,Nicole Miller Regan,Overweight,Overweight,67,67,1,1,No change
557,596,7/25/2014,Starbucks Corp,SBUX,Ubs,Keith Siegner,Buy,Buy,90,90,1,1,No change
558,695,11/28/2014,Starbucks Corp,SBUX,Piper Sandler,Nicole Miller Regan,Overweight,Overweight,100,100,1,1,No change
559,594,1/23/2015,Starbucks Corp,SBUX,Ubs,Keith Siegner,Buy,Buy,95,95,1,1,No change
560,278,1/23/2015,Starbucks Corp,SBUX,Rbc,David Palmer,Outperform,Outperform,95,95,1,1,No change
561,700,2/10/2015,Starbucks Corp,SBUX,Piper Sandler,Nicole Miller Regan,Overweight,Overweight,50,51,1,1,No change
562,709,2/25/2015,Starbucks Corp,SBUX,Piper Sandler,Nicole Miller Regan,Overweight,Overweight,51,53.5,1,1,No change
563,583,3/19/2015,Starbucks Corp,SBUX,Goldman Sachs,Karen Holthouse,Buy,Positive,49,53.5,1,1,No change
564,702,4/10/2015,Starbucks Corp,SBUX,Piper Sandler,Nicole Miller Regan,Overweight,Overweight,53,55,1,1,No change
565,593,4/24/2015,Starbucks Corp,SBUX,Ubs,Keith Siegner,Buy,Buy,57,57,1,1,No change
566,693,6/25/2015,Starbucks Corp,SBUX,Piper Sandler,Nicole Miller Regan,Overweight,Overweight,63,63,1,1,No change
567,279,7/16/2015,Starbucks Corp,SBUX,Rbc,David Palmer,Outperform,Outperform,60,60,1,1,No change
568,595,7/24/2015,Starbucks Corp,SBUX,Ubs,Keith Siegner,Buy,Buy,63,63,1,1,No change
569,703,10/30/2015,Starbucks Corp,SBUX,Piper Sandler,Nicole Miller Regan,Overweight,Overweight,63,72,1,1,No change
570,597,10/30/2015,Starbucks Corp,SBUX,Ubs,Keith Siegner,Buy,Buy,70,70,1,1,No change
571,285,10/30/2015,Starbucks Corp,SBUX,Rbc,David Palmer,Outperform,Outperform,64,68,1,1,No change
572,580,5/4/2016,Starbucks Corp,SBUX,Goldman Sachs,Karen Holthouse,Buy,Buy,72,72,1,1,No change
573,657,7/22/2016,Starbucks Corp,SBUX,Wedbush,Nick Setyan,Outperform,Outperform,70,70,1,1,No change
574,662,9/28/2016,Starbucks Corp,SBUX,Wedbush,Nick Setyan,Outperform,Outperform,65,65,1,1,No change
575,451,9/28/2016,Starbucks Corp,SBUX,NaN,Jeremy Scott,Buy,Buy,68,68,1,1,No change
576,533,1/27/2017,Starbucks Corp,SBUX,Buckingham Research,John Zolidis,Neutral,Neutral,59,54,0,0,No change
577,620,4/20/2017,Starbucks Corp,SBUX,Stifel,Mark Astrachan,Hold,Buy,60,67,0,1,Upgrade
578,628,7/28/2017,Starbucks Corp,SBUX,Stifel,Mark Astrachan,Buy,Hold,66,58,1,0,Downgrade
579,625,10/3/2017,Starbucks Corp,SBUX,NaN,Mark Astrachan,Hold,Hold,58,58,0,0,No change
580,280,10/13/2017,Starbucks Corp,SBUX,Rbc,David Palmer,Outperform,Outperform,63,63,1,1,No change
581,423,11/3/2017,Starbucks Corp,SBUX,NaN,Jason West,Neutral,Neutral,54,54,0,0,No change
582,353,11/3/2017,Starbucks Corp,SBUX,Ubs,Dennis Geiger,Buy,In Line,67,64,1,NaN,None
583,452,2/1/2018,Starbucks Corp,SBUX,Mizuho,Jeremy Scott,Buy,Neutral,68,60,1,0,Downgrade
584,624,6/20/2018,Starbucks Corp,SBUX,NaN,Mark Astrachan,Hold,Hold,55,55,0,0,No change
585,520,6/21/2018,Starbucks Corp,SBUX,Jpmorgan,John Ivankoe,Overweight,Overweight,61,61,1,1,No change
586,658,7/27/2018,Starbucks Corp,SBUX,Wedbush,Nick Setyan,Neutral,Neutral,53,53,0,0,No change
587,697,8/22/2018,Starbucks Corp,SBUX,Piper Sandler,Nicole Miller Regan,Overweight,Neutral,60,53,1,0,Downgrade
588,660,11/2/2018,Starbucks Corp,SBUX,Wedbush,Nick Setyan,Neutral,Neutral,64,64,0,0,No change
589,584,1/11/2019,Starbucks Corp,SBUX,Goldman Sachs,Karen Holthouse,Buy,Neutral,75,68,1,0,Downgrade
590,286,1/25/2019,Starbucks Corp,SBUX,Rbc,David Palmer,Outperform,Outperform,74,75,1,1,No change
591,692,6/10/2019,Starbucks Corp,SBUX,Piper Sandler,Nicole Miller Regan,Neutral,Neutral,82,82,0,0,No change
592,622,7/26/2019,Starbucks Corp,SBUX,NaN,Mark Astrachan,Hold,Hold,90,90,0,0,No change
593,519,12/12/2019,Starbucks Corp,SBUX,Jpmorgan,John Ivankoe,Neutral,Overweight,90,94,0,1,Upgrade
594,694,3/10/2020,Starbucks Corp,SBUX,Piper Sandler,Nicole Miller Regan,Neutral,Neutral,74,74,0,0,No change
595,383,4/9/2020,Starbucks Corp,SBUX,Baml,Gregory Francfort,Buy,Neutral,73,68,1,0,Downgrade
596,371,4/9/2020,Starbucks Corp,SBUX,NaN,Gregory Badishkanian,Buy,Buy,82,82,1,1,No change
597,369,4/29/2020,Starbucks Corp,SBUX,Keybank,Eric Gonzalez,Overweight,Overweight,92,92,1,1,No change
598,654,4/29/2020,Starbucks Corp,SBUX,Wedbush,Nick Setyan,Neutral,Neutral,75,75,0,0,No change
599,623,7/29/2020,Starbucks Corp,SBUX,NaN,Mark Astrachan,Hold,Hold,78,78,0,0,No change
600,747,7/30/2020,Starbucks Corp,SBUX,Citi,Wendy Nicholson,Buy,Buy,93,93,1,1,No change
601,621,8/25/2020,Starbucks Corp,SBUX,NaN,Mark Astrachan,Buy,Buy,90,90,1,1,No change
602,547,10/16/2020,Starbucks Corp,SBUX,Wells Fargo,Jon Tower,Overweight,Overweight,98,98,1,1,No change
603,661,10/19/2020,Starbucks Corp,SBUX,Wedbush,Nick Setyan,Neutral,Neutral,88,88,0,0,No change
604,655,12/10/2020,Starbucks Corp,SBUX,Wedbush,Nick Setyan,Neutral,Neutral,105,105,0,0,No change
605,256,12/10/2020,Starbucks Corp,SBUX,Rbc,Christopher Carril,Outperform,Outperform,109,115,1,1,No change
606,656,1/27/2021,Starbucks Corp,SBUX,Wedbush,Nick Setyan,Neutral,Neutral,108,108,0,0,No change
607,546,1/27/2021,Starbucks Corp,SBUX,Wells Fargo,Jon Tower,Overweight,Overweight,120,120,1,1,No change
608,427,2/5/2021,Starbucks Corp,SBUX,Gordon Haskett,Jeff Farmer,Buy,Hold,100,120,1,0,Downgrade
609,664,3/19/2021,Starbucks Corp,SBUX,Wedbush,Nick Setyan,Outperform,Neutral,108,124,1,0,Downgrade
610,544,4/28/2021,Starbucks Corp,SBUX,NaN,Jon Tower,Overweight,Overweight,129,129,1,1,No change
611,327,7/23/2021,Starbucks Corp,SBUX,Baird,David Tarantino,Neutral,Outperform,117,142,0,1,Upgrade
612,393,7/28/2021,Starbucks Corp,SBUX,Guggenheim,Gregory Francfort,Neutral,Neutral,125,126,0,0,No change
613,691,7/28/2021,Starbucks Corp,SBUX,NaN,Nicole Miller Regan,Neutral,Neutral,125,126,0,0,No change
614,243,9/21/2021,Starbucks Corp,SBUX,Stifel,Chris O'Cull,Buy,Buy,130,130,1,1,No change
615,626,9/21/2021,Starbucks Corp,SBUX,NaN,Mark Astrachan,Buy,Buy,130,130,1,1,No change
616,488,10/14/2021,Starbucks Corp,SBUX,Morgan Stanley,John Glass,Equal Weight,Equal Weight,124,124,NaN,NaN,None
617,556,10/19/2021,Starbucks Corp,SBUX,NaN,Jon Tower,Overweight,Overweight,135,135,1,1,No change
618,679,10/29/2021,Starbucks Corp,SBUX,Wedbush,Nick Setyan,Outperform,Outperform,128,128,1,1,No change
619,557,10/29/2021,Starbucks Corp,SBUX,NaN,Jon Tower,Overweight,Overweight,122,122,1,1,No change
620,618,11/1/2021,Starbucks Corp,SBUX,Credit Suisse,Lauren Silberman,Outperform,Outperform,132,132,1,1,No change
621,489,11/1/2021,Starbucks Corp,SBUX,Morgan Stanley,John Glass,Equal Weight,Equal Weight,117,117,NaN,NaN,None
622,244,11/1/2021,Starbucks Corp,SBUX,Stifel,Chris O'Cull,Buy,Hold,112,112,1,0,Downgrade
623,264,11/1/2021,Starbucks Corp,SBUX,NaN,Christopher Carril,Outperform,Outperform,124,124,1,1,No change
624,433,11/1/2021,Starbucks Corp,SBUX,NaN,Jeffrey Bernstein,Overweight,Overweight,128,128,1,1,No change
625,434,12/16/2021,Starbucks Corp,SBUX,NaN,Jeffrey Bernstein,Overweight,Overweight,136,136,1,1,No change
626,310,12/17/2021,Starbucks Corp,SBUX,Baird,David Tarantino,Neutral,Outperform,126,116,0,1,Upgrade
627,263,1/7/2022,Starbucks Corp,SBUX,Rbc,Christopher Carril,Outperform,Sector Perform,124,122,1,0,Downgrade
628,713,2/2/2022,Starbucks Corp,SBUX,NaN,Nicole Miller Regan,Neutral,Neutral,100,100,0,0,No change
629,435,2/2/2022,Starbucks Corp,SBUX,NaN,Jeffrey Bernstein,Overweight,Overweight,125,125,1,1,No change
630,545,2/2/2022,Starbucks Corp,SBUX,NaN,Jon Tower,Buy,Buy,142,130,1,1,No change
631,680,3/17/2022,Starbucks Corp,SBUX,Wedbush,Nick Setyan,Outperform,Outperform,105,105,1,1,No change
632,395,3/18/2022,Starbucks Corp,SBUX,Guggenheim,Gregory Francfort,Neutral,Neutral,107,95,0,0,No change
633,663,4/5/2022,Starbucks Corp,SBUX,Wedbush,Nick Setyan,Neutral,Outperform,105,91,0,1,Upgrade
634,535,4/12/2022,Starbucks Corp,SBUX,Citi,Jon Tower,Neutral,Buy,120,91,0,1,Upgrade
635,436,4/25/2022,Starbucks Corp,SBUX,NaN,Jeffrey Bernstein,Overweight,Overweight,108,108,1,1,No change
636,714,5/4/2022,Starbucks Corp,SBUX,NaN,Nicole Miller Regan,Neutral,Neutral,80,80,0,0,No change
637,265,5/4/2022,Starbucks Corp,SBUX,Rbc,Christopher Carril,Sector Perform,Sector Perform,85,85,0,0,No change
638,437,5/4/2022,Starbucks Corp,SBUX,NaN,Jeffrey Bernstein,Overweight,Overweight,94,94,1,1,No change
639,748,5/4/2022,Starbucks Corp,SBUX,NaN,Wendy Nicholson,Neutral,Neutral,76,76,0,0,No change
640,715,7/18/2022,Starbucks Corp,SBUX,NaN,Nicole Miller Regan,Neutral,Neutral,84,84,0,0,No change
641,681,8/3/2022,Starbucks Corp,SBUX,Wedbush,Nick Setyan,Neutral,Neutral,86,86,0,0,No change
642,438,8/3/2022,Starbucks Corp,SBUX,NaN,Jeffrey Bernstein,Overweight,Overweight,96,96,1,1,No change
643,333,9/14/2022,Starbucks Corp,SBUX,Baird,David Tarantino,Neutral,Neutral,94,94,0,0,No change
644,439,9/14/2022,Starbucks Corp,SBUX,NaN,Jeffrey Bernstein,Overweight,Overweight,100,100,1,1,No change
645,570,9/23/2022,Starbucks Corp,SBUX,NaN,Joshua Long,Equal Weight,Equal Weight,91,91,NaN,NaN,None
646,619,11/4/2022,Starbucks Corp,SBUX,Credit Suisse,Lauren Silberman,Outperform,Outperform,105,105,1,1,No change
647,440,1/5/2023,Starbucks Corp,SBUX,NaN,Jeffrey Bernstein,Overweight,Overweight,121,121,1,1,No change
648,490,1/18/2023,Starbucks Corp,SBUX,Morgan Stanley,John Glass,Equal Weight,Equal Weight,100,100,NaN,NaN,None
649,768,1/24/2023,Starbucks Corp,SBUX,NaN,Zachary Fadem,Overweight,Overweight,120,120,1,1,No change
650,441,2/3/2023,Starbucks Corp,SBUX,NaN,Jeffrey Bernstein,Overweight,Overweight,123,123,1,1,No change
651,558,2/6/2023,Starbucks Corp,SBUX,NaN,Jon Tower,Neutral,Neutral,112,112,0,0,No change
652,203,4/17/2023,Starbucks Corp,SBUX,NaN,Brian Harbour,Equal Weight,Equal Weight,104,104,NaN,NaN,None
653,219,6/14/2023,Starbucks Corp,SBUX,NaN,Brian Mullan,Neutral,Neutral,107,107,0,0,No change
654,571,7/14/2023,Starbucks Corp,SBUX,NaN,Joshua Long,Equal Weight,Equal Weight,110,110,NaN,NaN,None
655,204,7/17/2023,Starbucks Corp,SBUX,NaN,Brian Harbour,Equal Weight,Equal Weight,104,104,NaN,NaN,None
656,769,7/19/2023,Starbucks Corp,SBUX,NaN,Zachary Fadem,Overweight,Overweight,120,120,1,1,No change
657,559,7/24/2023,Starbucks Corp,SBUX,NaN,Jon Tower,Neutral,Neutral,112,112,0,0,No change
658,442,8/2/2023,Starbucks Corp,SBUX,NaN,Jeffrey Bernstein,Overweight,Overweight,123,123,1,1,No change
659,205,8/2/2023,Starbucks Corp,SBUX,NaN,Brian Harbour,Equal Weight,Equal Weight,104,104,NaN,NaN,None
660,572,8/2/2023,Starbucks Corp,SBUX,NaN,Joshua Long,Equal Weight,Equal Weight,110,110,NaN,NaN,None
661,560,9/25/2023,Starbucks Corp,SBUX,NaN,Jon Tower,Neutral,Neutral,104,104,0,0,No change
662,206,10/11/2023,Starbucks Corp,SBUX,NaN,Brian Harbour,Equal Weight,Equal Weight,102,102,NaN,NaN,None
663,220,10/19/2023,Starbucks Corp,SBUX,NaN,Brian Mullan,Buy,Buy,118,118,1,1,No change
664,443,10/23/2023,Starbucks Corp,SBUX,NaN,Jeffrey Bernstein,Overweight,Overweight,116,116,1,1,No change
665,682,1/18/2024,Starbucks Corp,SBUX,Wedbush,Nick Setyan,Neutral,Neutral,95,95,0,0,No change
666,221,1/19/2024,Starbucks Corp,SBUX,NaN,Brian Mullan,Neutral,Neutral,100,100,0,0,No change
667,683,1/31/2024,Starbucks Corp,SBUX,Wedbush,Nick Setyan,Neutral,Neutral,95,95,0,0,No change
668,444,1/31/2024,Starbucks Corp,SBUX,NaN,Jeffrey Bernstein,Overweight,Overweight,112,112,1,1,No change
669,561,1/31/2024,Starbucks Corp,SBUX,Citi,Jon Tower,Neutral,Neutral,103,103,0,0,No change
670,552,3/13/2024,Starbucks Corp,SBUX,Citi,Jon Tower,Neutral,Neutral,103,102,0,0,No change
671,770,4/1/2024,Starbucks Corp,SBUX,NaN,Zachary Fadem,Overweight,Overweight,105,105,1,1,No change
672,398,4/19/2024,Starbucks Corp,SBUX,Guggenheim,Gregory Francfort,Buy,Buy,91,91,1,1,No change
673,245,5/1/2024,Starbucks Corp,SBUX,Stifel,Chris O'Cull,Hold,Hold,80,80,0,0,No change
674,771,5/1/2024,Starbucks Corp,SBUX,NaN,Zachary Fadem,Overweight,Overweight,90,90,1,1,No change
675,729,5/1/2024,Starbucks Corp,SBUX,Btig,Peter Saleh,Buy,Buy,115,100,1,1,No change
676,613,5/1/2024,Starbucks Corp,SBUX,Deutsche Bank,Lauren Silberman,Buy,Hold,108,89,1,0,Downgrade
677,744,6/10/2024,Starbucks Corp,SBUX,Baml,Sara Senatore,Buy,Buy,112,112,1,1,No change
678,684,6/28/2024,Starbucks Corp,SBUX,Wedbush,Nick Setyan,Neutral,Neutral,81,81,0,0,No change
679,207,7/12/2024,Starbucks Corp,SBUX,Morgan Stanley,Brian Harbour,Overweight,Overweight,98,98,1,1,No change
680,222,7/16/2024,Starbucks Corp,SBUX,NaN,Brian Mullan,Hold,Hold,85,85,0,0,No change
681,301,7/16/2024,Starbucks Corp,SBUX,Evercore,David Palmer,Outperform,In Line,80,80,1,NaN,None
682,685,7/19/2024,Starbucks Corp,SBUX,Wedbush,Nick Setyan,Neutral,Neutral,77,77,0,0,No change
683,562,7/22/2024,Starbucks Corp,SBUX,Citi,Jon Tower,Neutral,Neutral,80,80,0,0,No change
684,208,7/31/2024,Starbucks Corp,SBUX,Morgan Stanley,Brian Harbour,Overweight,Overweight,98,98,1,1,No change
685,686,7/31/2024,Starbucks Corp,SBUX,Wedbush,Nick Setyan,Neutral,Neutral,80,80,0,0,No change
686,445,7/31/2024,Starbucks Corp,SBUX,NaN,Jeffrey Bernstein,Overweight,Overweight,93,93,1,1,No change
687,687,8/13/2024,Starbucks Corp,SBUX,Wedbush,Nick Setyan,Neutral,Neutral,80,80,0,0,No change
688,328,8/13/2024,Starbucks Corp,SBUX,Baird,David Tarantino,Neutral,Outperform,81,110,0,1,Upgrade
689,563,8/14/2024,Starbucks Corp,SBUX,Citi,Jon Tower,Neutral,Neutral,98,98,0,0,No change
690,446,8/14/2024,Starbucks Corp,SBUX,NaN,Jeffrey Bernstein,Overweight,Overweight,110,110,1,1,No change
691,614,8/14/2024,Starbucks Corp,SBUX,Deutsche Bank,Lauren Silberman,Hold,Buy,85,118,0,1,Upgrade
692,302,8/14/2024,Starbucks Corp,SBUX,Evercore,David Palmer,In Line,Outperform,120,120,NaN,1,None
693,223,8/14/2024,Starbucks Corp,SBUX,NaN,Brian Mullan,Hold,Buy,118,118,0,1,Upgrade
694,246,8/14/2024,Starbucks Corp,SBUX,Stifel,Chris O'Cull,Hold,Buy,110,110,0,1,Upgrade
695,527,9/30/2024,Starbucks Corp,SBUX,Jpmorgan,John Ivankoe,Overweight,Overweight,105,105,1,1,No change
696,731,10/17/2024,Starbucks Corp,SBUX,Btig,Peter Saleh,Buy,Buy,100,115,1,1,No change
697,745,10/22/2024,Starbucks Corp,SBUX,NaN,Sara Senatore,Buy,Buy,117,117,1,1,No change
698,564,10/23/2024,Starbucks Corp,SBUX,Citi,Jon Tower,Neutral,Neutral,96,96,0,0,No change
699,362,10/23/2024,Starbucks Corp,SBUX,Ubs,Dennis Geiger,Neutral,Neutral,95,95,0,0,No change
700,688,10/31/2024,Starbucks Corp,SBUX,Wedbush,Nick Setyan,Neutral,Neutral,95,95,0,0,No change
701,565,10/31/2024,Starbucks Corp,SBUX,Citi,Jon Tower,Neutral,Neutral,99,99,0,0,No change
702,447,10/31/2024,Starbucks Corp,SBUX,NaN,Jeffrey Bernstein,Overweight,Overweight,108,108,1,1,No change
703,772,11/26/2024,Starbucks Corp,SBUX,NaN,Zachary Fadem,Overweight,Overweight,115,115,1,1,No change
704,247,1/27/2025,Starbucks Corp,SBUX,Stifel,Chris O'Cull,Buy,Buy,114,114,1,1,No change
705,448,1/29/2025,Starbucks Corp,SBUX,NaN,Jeffrey Bernstein,Overweight,Overweight,124,124,1,1,No change
